date,time_slot,price_per_kwh,demand_charge,total_cost_per_kwh,time_of_use_category
2025-08-11,09:00-12:00,12.71,3.81,16.53,peak
2025-08-11,12:00-18:00,10.41,3.12,13.53,off-peak
2025-08-11,18:00-22:00,13.83,4.15,17.98,peak
2025-08-11,22:00-24:00,8.85,2.66,11.51,off-peak
2025-08-12,00:00-06:00,8.09,2.43,10.52,off-peak
2025-08-12,06:00-09:00,10.3,3.09,13.4,off-peak
2025-08-12,09:00-12:00,12.73,3.82,16.55,peak
2025-08-12,12:00-18:00,9.91,2.97,12.89,off-peak
2025-08-12,18:00-22:00,13.7,4.11,17.81,peak
2025-08-12,22:00-24:00,8.92,2.68,11.59,off-peak
2025-08-13,00:00-06:00,8.0,2.4,10.41,off-peak
2025-08-13,06:00-09:00,10.79,3.24,14.03,off-peak
2025-08-13,09:00-12:00,12.95,3.88,16.83,peak
2025-08-13,12:00-18:00,10.23,3.07,13.3,off-peak
2025-08-13,18:00-22:00,13.97,4.19,18.16,peak
2025-08-13,22:00-24:00,8.86,2.66,11.51,off-peak
2025-08-14,00:00-06:00,8.09,2.43,10.52,off-peak
2025-08-14,06:00-09:00,10.1,3.03,13.13,off-peak
2025-08-14,09:00-12:00,12.61,3.78,16.4,peak
2025-08-14,12:00-18:00,9.51,2.85,12.36,off-peak
2025-08-14,18:00-22:00,14.48,4.34,18.82,peak
2025-08-14,22:00-24:00,8.52,2.56,11.08,off-peak
2025-08-15,00:00-06:00,7.59,2.28,9.87,off-peak
2025-08-15,06:00-09:00,10.3,3.09,13.39,off-peak
2025-08-15,09:00-12:00,12.66,3.8,16.46,peak
2025-08-15,12:00-18:00,9.79,2.94,12.73,off-peak
2025-08-15,18:00-22:00,13.92,4.18,18.1,peak
2025-08-15,22:00-24:00,8.3,2.49,10.79,off-peak
2025-08-16,00:00-06:00,8.13,2.44,10.57,off-peak
2025-08-16,06:00-09:00,10.28,3.09,13.37,off-peak
2025-08-16,09:00-12:00,12.81,3.84,16.66,peak
2025-08-16,12:00-18:00,10.22,3.07,13.29,off-peak
2025-08-16,18:00-22:00,13.83,4.15,17.97,peak
2025-08-16,22:00-24:00,8.62,2.59,11.21,off-peak
2025-08-17,00:00-06:00,7.99,2.4,10.38,off-peak
2025-08-17,06:00-09:00,10.05,3.02,13.07,off-peak
2025-08-17,09:00-12:00,12.41,3.72,16.14,peak
2025-08-17,12:00-18:00,9.63,2.89,12.52,off-peak
2025-08-17,18:00-22:00,13.62,4.09,17.7,peak
2025-08-17,22:00-24:00,8.16,2.45,10.61,off-peak
2025-08-18,00:00-06:00,7.93,2.38,10.31,off-peak
2025-08-18,06:00-09:00,10.92,3.28,14.19,off-peak
2025-08-18,09:00-12:00,12.77,3.83,16.6,peak
2025-08-18,12:00-18:00,10.35,3.11,13.46,off-peak
2025-08-18,18:00-22:00,14.24,4.27,18.51,peak
2025-08-18,22:00-24:00,8.97,2.69,11.66,off-peak
2025-08-19,00:00-06:00,8.24,2.47,10.71,off-peak
2025-08-19,06:00-09:00,10.79,3.24,14.03,off-peak
2025-08-19,09:00-12:00,12.81,3.84,16.66,peak
2025-08-19,12:00-18:00,10.19,3.06,13.25,off-peak
2025-08-19,18:00-22:00,13.7,4.11,17.82,peak
2025-08-19,22:00-24:00,8.97,2.69,11.66,off-peak
2025-08-20,00:00-06:00,7.98,2.39,10.38,off-peak
2025-08-20,06:00-09:00,10.83,3.25,14.08,off-peak
2025-08-20,09:00-12:00,12.8,3.84,16.64,peak
2025-08-20,12:00-18:00,9.93,2.98,12.91,off-peak
2025-08-20,18:00-22:00,14.34,4.3,18.64,peak
2025-08-20,22:00-24:00,8.25,2.47,10.72,off-peak
2025-08-21,00:00-06:00,7.85,2.36,10.21,off-peak
2025-08-21,06:00-09:00,10.23,3.07,13.3,off-peak
2025-08-21,09:00-12:00,12.06,3.62,15.67,peak
2025-08-21,12:00-18:00,9.73,2.92,12.66,off-peak
2025-08-21,18:00-22:00,14.15,4.24,18.39,peak
2025-08-21,22:00-24:00,8.76,2.63,11.39,off-peak
2025-08-22,00:00-06:00,7.85,2.36,10.21,off-peak
2025-08-22,06:00-09:00,10.74,3.22,13.96,off-peak
2025-08-22,09:00-12:00,12.01,3.6,15.61,peak
2025-08-22,12:00-18:00,10.26,3.08,13.34,off-peak
2025-08-22,18:00-22:00,14.34,4.3,18.64,peak
2025-08-22,22:00-24:00,8.99,2.7,11.69,off-peak
2025-08-23,00:00-06:00,8.39,2.52,10.91,off-peak
2025-08-23,06:00-09:00,10.69,3.21,13.9,off-peak
2025-08-23,09:00-12:00,12.35,3.7,16.05,peak
2025-08-23,12:00-18:00,9.78,2.94,12.72,off-peak
2025-08-23,18:00-22:00,13.62,4.09,17.7,peak
2025-08-23,22:00-24:00,8.29,2.49,10.77,off-peak
2025-08-24,00:00-06:00,7.81,2.34,10.15,off-peak
2025-08-24,06:00-09:00,10.71,3.21,13.93,off-peak
2025-08-24,09:00-12:00,12.73,3.82,16.54,peak
2025-08-24,12:00-18:00,10.02,3.01,13.03,off-peak
2025-08-24,18:00-22:00,14.27,4.28,18.55,peak
2025-08-24,22:00-24:00,8.34,2.5,10.84,off-peak
2025-08-25,00:00-06:00,7.97,2.39,10.36,off-peak
2025-08-25,06:00-09:00,10.05,3.01,13.06,off-peak
2025-08-25,09:00-12:00,12.54,3.76,16.3,peak
2025-08-25,12:00-18:00,9.89,2.97,12.85,off-peak
2025-08-25,18:00-22:00,13.57,4.07,17.64,peak
2025-08-25,22:00-24:00,8.09,2.43,10.52,off-peak
2025-08-26,00:00-06:00,8.16,2.45,10.6,off-peak
2025-08-26,06:00-09:00,10.74,3.22,13.97,off-peak
2025-08-26,09:00-12:00,12.1,3.63,15.73,peak
2025-08-26,12:00-18:00,10.27,3.08,13.36,off-peak
2025-08-26,18:00-22:00,14.36,4.31,18.67,peak
2025-08-26,22:00-24:00,8.57,2.57,11.14,off-peak
2025-08-27,00:00-06:00,7.99,2.4,10.39,off-peak
2025-08-27,06:00-09:00,10.46,3.14,13.6,off-peak
2025-08-27,09:00-12:00,12.3,3.69,15.99,peak
2025-08-27,12:00-18:00,10.4,3.12,13.52,off-peak
2025-08-27,18:00-22:00,14.37,4.31,18.68,peak
2025-08-27,22:00-24:00,8.51,2.55,11.07,off-peak
2025-08-28,00:00-06:00,7.74,2.32,10.07,off-peak
2025-08-28,06:00-09:00,10.91,3.27,14.18,off-peak
2025-08-28,09:00-12:00,12.73,3.82,16.55,peak
2025-08-28,12:00-18:00,10.32,3.1,13.42,off-peak
2025-08-28,18:00-22:00,14.33,4.3,18.63,peak
2025-08-28,22:00-24:00,8.19,2.46,10.65,off-peak
2025-08-29,00:00-06:00,7.55,2.27,9.82,off-peak
2025-08-29,06:00-09:00,10.51,3.15,13.66,off-peak
2025-08-29,09:00-12:00,12.47,3.74,16.21,peak
2025-08-29,12:00-18:00,9.82,2.95,12.77,off-peak
2025-08-29,18:00-22:00,14.22,4.27,18.49,peak
2025-08-29,22:00-24:00,8.61,2.58,11.19,off-peak
2025-08-30,00:00-06:00,7.89,2.37,10.25,off-peak
2025-08-30,06:00-09:00,10.49,3.15,13.63,off-peak
2025-08-30,09:00-12:00,12.54,3.76,16.3,peak
2025-08-30,12:00-18:00,10.44,3.13,13.57,off-peak
2025-08-30,18:00-22:00,14.02,4.21,18.22,peak
2025-08-30,22:00-24:00,8.65,2.6,11.25,off-peak
2025-08-31,00:00-06:00,8.41,2.52,10.93,off-peak
2025-08-31,06:00-09:00,10.72,3.22,13.93,off-peak
2025-08-31,09:00-12:00,12.54,3.76,16.31,peak
2025-08-31,12:00-18:00,9.9,2.97,12.87,off-peak
2025-08-31,18:00-22:00,13.61,4.08,17.7,peak
2025-08-31,22:00-24:00,8.79,2.64,11.42,off-peak
2025-09-01,00:00-06:00,8.29,2.49,10.77,off-peak
2025-09-01,06:00-09:00,10.97,3.29,14.26,off-peak
2025-09-01,09:00-12:00,12.51,3.75,16.26,peak
2025-09-01,12:00-18:00,10.2,3.06,13.26,off-peak
2025-09-01,18:00-22:00,14.48,4.34,18.82,peak
2025-09-01,22:00-24:00,8.61,2.58,11.2,off-peak
2025-09-02,00:00-06:00,8.32,2.5,10.82,off-peak
2025-09-02,06:00-09:00,10.41,3.12,13.53,off-peak
2025-09-02,09:00-12:00,12.19,3.66,15.84,peak
2025-09-02,12:00-18:00,10.34,3.1,13.45,off-peak
2025-09-02,18:00-22:00,13.93,4.18,18.11,peak
2025-09-02,22:00-24:00,8.74,2.62,11.37,off-peak
2025-09-03,00:00-06:00,8.03,2.41,10.43,off-peak
2025-09-03,06:00-09:00,10.46,3.14,13.59,off-peak
2025-09-03,09:00-12:00,12.05,3.62,15.67,peak
2025-09-03,12:00-18:00,10.27,3.08,13.35,off-peak
2025-09-03,18:00-22:00,13.82,4.15,17.97,peak
2025-09-03,22:00-24:00,8.39,2.52,10.91,off-peak
2025-09-04,00:00-06:00,7.85,2.35,10.2,off-peak
2025-09-04,06:00-09:00,10.69,3.21,13.9,off-peak
2025-09-04,09:00-12:00,12.71,3.81,16.53,peak
2025-09-04,12:00-18:00,10.32,3.09,13.41,off-peak
2025-09-04,18:00-22:00,14.18,4.25,18.43,peak
2025-09-04,22:00-24:00,8.91,2.67,11.58,off-peak
2025-09-05,00:00-06:00,7.74,2.32,10.06,off-peak
2025-09-05,06:00-09:00,10.5,3.15,13.64,off-peak
2025-09-05,09:00-12:00,12.97,3.89,16.86,peak
2025-09-05,12:00-18:00,9.75,2.92,12.67,off-peak
2025-09-05,18:00-22:00,14.23,4.27,18.49,peak
2025-09-05,22:00-24:00,8.31,2.49,10.81,off-peak
2025-09-06,00:00-06:00,7.96,2.39,10.34,off-peak
2025-09-06,06:00-09:00,10.54,3.16,13.7,off-peak
2025-09-06,09:00-12:00,12.8,3.84,16.64,peak
2025-09-06,12:00-18:00,10.12,3.04,13.16,off-peak
2025-09-06,18:00-22:00,13.5,4.05,17.55,peak
2025-09-06,22:00-24:00,8.34,2.5,10.84,off-peak
2025-09-07,00:00-06:00,7.85,2.35,10.2,off-peak
2025-09-07,06:00-09:00,10.49,3.15,13.64,off-peak
2025-09-07,09:00-12:00,12.91,3.87,16.78,peak
2025-09-07,12:00-18:00,10.41,3.12,13.54,off-peak
2025-09-07,18:00-22:00,13.96,4.19,18.15,peak
2025-09-07,22:00-24:00,8.73,2.62,11.34,off-peak
2025-09-08,00:00-06:00,7.85,2.36,10.21,off-peak
2025-09-08,06:00-09:00,10.29,3.09,13.37,off-peak
2025-09-08,09:00-12:00,12.46,3.74,16.2,peak
2025-09-08,12:00-18:00,10.35,3.1,13.45,off-peak
2025-09-08,18:00-22:00,14.02,4.21,18.23,peak
2025-09-08,22:00-24:00,8.47,2.54,11.01,off-peak
2025-09-09,00:00-06:00,7.66,2.3,9.95,off-peak
2025-09-09,06:00-09:00,10.74,3.22,13.97,off-peak
2025-09-09,09:00-12:00,12.36,3.71,16.07,peak
2025-09-09,12:00-18:00,10.26,3.08,13.33,off-peak
2025-09-09,18:00-22:00,14.47,4.34,18.81,peak
2025-09-09,22:00-24:00,8.09,2.43,10.52,off-peak
2025-09-10,00:00-06:00,8.36,2.51,10.87,off-peak
2025-09-10,06:00-09:00,10.17,3.05,13.22,off-peak
2025-09-10,09:00-12:00,12.87,3.86,16.73,peak
2025-09-10,12:00-18:00,10.23,3.07,13.3,off-peak
2025-09-10,18:00-22:00,13.92,4.18,18.1,peak
2025-09-10,22:00-24:00,8.46,2.54,10.99,off-peak
2025-09-11,00:00-06:00,7.79,2.34,10.13,off-peak
2025-09-11,06:00-09:00,10.7,3.21,13.91,off-peak
2025-09-11,09:00-12:00,12.9,3.87,16.77,peak
2025-09-11,12:00-18:00,10.08,3.02,13.11,off-peak
2025-09-11,18:00-22:00,13.79,4.14,17.93,peak
2025-09-11,22:00-24:00,8.72,2.62,11.33,off-peak
2025-09-12,00:00-06:00,7.75,2.33,10.08,off-peak
2025-09-12,06:00-09:00,10.27,3.08,13.35,off-peak
2025-09-12,09:00-12:00,12.64,3.79,16.43,peak
2025-09-12,12:00-18:00,9.59,2.88,12.47,off-peak
2025-09-12,18:00-22:00,13.9,4.17,18.06,peak
2025-09-12,22:00-24:00,8.37,2.51,10.88,off-peak
2025-09-13,00:00-06:00,7.55,2.27,9.82,off-peak
2025-09-13,06:00-09:00,10.92,3.28,14.19,off-peak
2025-09-13,09:00-12:00,12.94,3.88,16.82,peak
2025-09-13,12:00-18:00,9.9,2.97,12.87,off-peak
2025-09-13,18:00-22:00,13.87,4.16,18.03,peak
2025-09-13,22:00-24:00,8.12,2.44,10.56,off-peak
2025-09-14,00:00-06:00,8.06,2.42,10.48,off-peak
2025-09-14,06:00-09:00,10.35,3.1,13.45,off-peak
2025-09-14,09:00-12:00,12.84,3.85,16.7,peak
2025-09-14,12:00-18:00,10.23,3.07,13.3,off-peak
2025-09-14,18:00-22:00,13.62,4.09,17.71,peak
2025-09-14,22:00-24:00,8.21,2.46,10.68,off-peak
2025-09-15,00:00-06:00,7.62,2.29,9.9,off-peak
2025-09-15,06:00-09:00,10.14,3.04,13.18,off-peak
2025-09-15,09:00-12:00,12.07,3.62,15.69,peak
2025-09-15,12:00-18:00,9.87,2.96,12.83,off-peak
2025-09-15,18:00-22:00,14.11,4.23,18.34,peak
2025-09-15,22:00-24:00,8.96,2.69,11.65,off-peak
2025-09-16,00:00-06:00,7.92,2.38,10.3,off-peak
2025-09-16,06:00-09:00,10.95,3.29,14.24,off-peak
2025-09-16,09:00-12:00,12.1,3.63,15.72,peak
2025-09-16,12:00-18:00,9.66,2.9,12.56,off-peak
2025-09-16,18:00-22:00,13.9,4.17,18.07,peak
2025-09-16,22:00-24:00,8.39,2.52,10.91,off-peak
2025-09-17,00:00-06:00,7.52,2.26,9.77,off-peak
2025-09-17,06:00-09:00,10.06,3.02,13.08,off-peak
2025-09-17,09:00-12:00,12.33,3.7,16.02,peak
2025-09-17,12:00-18:00,9.81,2.94,12.76,off-peak
2025-09-17,18:00-22:00,13.79,4.14,17.92,peak
2025-09-17,22:00-24:00,8.52,2.56,11.08,off-peak
2025-09-18,00:00-06:00,7.7,2.31,10.01,off-peak
2025-09-18,06:00-09:00,10.51,3.15,13.66,off-peak
2025-09-18,09:00-12:00,12.05,3.62,15.67,peak
2025-09-18,12:00-18:00,10.0,3.0,13.0,off-peak
2025-09-18,18:00-22:00,14.25,4.27,18.52,peak
2025-09-18,22:00-24:00,8.92,2.68,11.6,off-peak
2025-09-19,00:00-06:00,8.4,2.52,10.91,off-peak
2025-09-19,06:00-09:00,10.65,3.19,13.84,off-peak
2025-09-19,09:00-12:00,12.98,3.89,16.88,peak
2025-09-19,12:00-18:00,9.87,2.96,12.83,off-peak
2025-09-19,18:00-22:00,14.19,4.26,18.45,peak
2025-09-19,22:00-24:00,8.99,2.7,11.69,off-peak
2025-09-20,00:00-06:00,8.19,2.46,10.65,off-peak
2025-09-20,06:00-09:00,10.26,3.08,13.34,off-peak
2025-09-20,09:00-12:00,12.81,3.84,16.66,peak
2025-09-20,12:00-18:00,9.85,2.96,12.81,off-peak
2025-09-20,18:00-22:00,13.78,4.13,17.92,peak
2025-09-20,22:00-24:00,8.83,2.65,11.48,off-peak
2025-09-21,00:00-06:00,7.9,2.37,10.27,off-peak
2025-09-21,06:00-09:00,10.65,3.19,13.84,off-peak
2025-09-21,09:00-12:00,12.87,3.86,16.73,peak
2025-09-21,12:00-18:00,9.65,2.9,12.55,off-peak
2025-09-21,18:00-22:00,14.11,4.23,18.35,peak
2025-09-21,22:00-24:00,8.18,2.45,10.63,off-peak
2025-09-22,00:00-06:00,8.1,2.43,10.53,off-peak
2025-09-22,06:00-09:00,10.49,3.15,13.64,off-peak
2025-09-22,09:00-12:00,12.87,3.86,16.74,peak
2025-09-22,12:00-18:00,10.4,3.12,13.52,off-peak
2025-09-22,18:00-22:00,14.27,4.28,18.55,peak
2025-09-22,22:00-24:00,8.63,2.59,11.22,off-peak
2025-09-23,00:00-06:00,7.78,2.33,10.12,off-peak
2025-09-23,06:00-09:00,10.49,3.15,13.63,off-peak
2025-09-23,09:00-12:00,12.15,3.65,15.8,peak
2025-09-23,12:00-18:00,9.51,2.85,12.36,off-peak
2025-09-23,18:00-22:00,14.07,4.22,18.29,peak
2025-09-23,22:00-24:00,8.26,2.48,10.74,off-peak
2025-09-24,00:00-06:00,7.78,2.33,10.11,off-peak
2025-09-24,06:00-09:00,10.18,3.05,13.23,off-peak
2025-09-24,09:00-12:00,12.08,3.62,15.7,peak
2025-09-24,12:00-18:00,9.75,2.92,12.67,off-peak
2025-09-24,18:00-22:00,13.73,4.12,17.85,peak
2025-09-24,22:00-24:00,8.41,2.52,10.94,off-peak
2025-09-25,00:00-06:00,7.58,2.27,9.85,off-peak
2025-09-25,06:00-09:00,10.46,3.14,13.6,off-peak
2025-09-25,09:00-12:00,12.06,3.62,15.67,peak
2025-09-25,12:00-18:00,9.7,2.91,12.6,off-peak
2025-09-25,18:00-22:00,14.34,4.3,18.65,peak
2025-09-25,22:00-24:00,8.06,2.42,10.48,off-peak
2025-09-26,00:00-06:00,7.6,2.28,9.89,off-peak
2025-09-26,06:00-09:00,10.58,3.18,13.76,off-peak
2025-09-26,09:00-12:00,12.26,3.68,15.94,peak
2025-09-26,12:00-18:00,10.27,3.08,13.36,off-peak
2025-09-26,18:00-22:00,13.93,4.18,18.11,peak
2025-09-26,22:00-24:00,8.57,2.57,11.14,off-peak
2025-09-27,00:00-06:00,7.61,2.28,9.89,off-peak
2025-09-27,06:00-09:00,10.7,3.21,13.91,off-peak
2025-09-27,09:00-12:00,12.95,3.88,16.83,peak
2025-09-27,12:00-18:00,10.46,3.14,13.6,off-peak
2025-09-27,18:00-22:00,14.15,4.24,18.39,peak
2025-09-27,22:00-24:00,8.08,2.42,10.51,off-peak
2025-09-28,00:00-06:00,8.36,2.51,10.87,off-peak
2025-09-28,06:00-09:00,10.99,3.3,14.29,off-peak
2025-09-28,09:00-12:00,12.13,3.64,15.77,peak
2025-09-28,12:00-18:00,10.33,3.1,13.43,off-peak
2025-09-28,18:00-22:00,13.66,4.1,17.75,peak
2025-09-28,22:00-24:00,8.45,2.53,10.98,off-peak
2025-09-29,00:00-06:00,8.42,2.53,10.95,off-peak
2025-09-29,06:00-09:00,10.93,3.28,14.21,off-peak
2025-09-29,09:00-12:00,12.55,3.77,16.32,peak
2025-09-29,12:00-18:00,10.44,3.13,13.57,off-peak
2025-09-29,18:00-22:00,13.54,4.06,17.6,peak
2025-09-29,22:00-24:00,8.69,2.61,11.29,off-peak
2025-09-30,00:00-06:00,7.93,2.38,10.31,off-peak
2025-09-30,06:00-09:00,10.55,3.17,13.72,off-peak
2025-09-30,09:00-12:00,12.19,3.66,15.85,peak
2025-09-30,12:00-18:00,9.7,2.91,12.61,off-peak
2025-09-30,18:00-22:00,14.23,4.27,18.5,peak
2025-09-30,22:00-24:00,8.77,2.63,11.4,off-peak
2025-10-01,00:00-06:00,8.14,2.44,10.58,off-peak
2025-10-01,06:00-09:00,10.35,3.1,13.45,off-peak
2025-10-01,09:00-12:00,12.71,3.81,16.52,peak
2025-10-01,12:00-18:00,10.02,3.01,13.02,off-peak
2025-10-01,18:00-22:00,14.2,4.26,18.46,peak
2025-10-01,22:00-24:00,8.22,2.46,10.68,off-peak
2025-10-02,00:00-06:00,7.99,2.4,10.39,off-peak
2025-10-02,06:00-09:00,10.13,3.04,13.16,off-peak
2025-10-02,09:00-12:00,12.96,3.89,16.85,peak
2025-10-02,12:00-18:00,10.49,3.15,13.64,off-peak
2025-10-02,18:00-22:00,13.93,4.18,18.11,peak
2025-10-02,22:00-24:00,8.4,2.52,10.92,off-peak
2025-10-03,00:00-06:00,7.93,2.38,10.31,off-peak
2025-10-03,06:00-09:00,10.19,3.06,13.24,off-peak
2025-10-03,09:00-12:00,12.21,3.66,15.87,peak
2025-10-03,12:00-18:00,10.47,3.14,13.62,off-peak
2025-10-03,18:00-22:00,13.84,4.15,17.99,peak
2025-10-03,22:00-24:00,8.87,2.66,11.53,off-peak
2025-10-04,00:00-06:00,7.51,2.25,9.76,off-peak
2025-10-04,06:00-09:00,10.6,3.18,13.78,off-peak
2025-10-04,09:00-12:00,12.23,3.67,15.9,peak
2025-10-04,12:00-18:00,10.07,3.02,13.09,off-peak
2025-10-04,18:00-22:00,14.17,4.25,18.42,peak
2025-10-04,22:00-24:00,8.81,2.64,11.46,off-peak
2025-10-05,00:00-06:00,7.75,2.32,10.07,off-peak
2025-10-05,06:00-09:00,10.64,3.19,13.83,off-peak
2025-10-05,09:00-12:00,12.0,3.6,15.61,peak
2025-10-05,12:00-18:00,10.5,3.15,13.65,off-peak
2025-10-05,18:00-22:00,13.92,4.18,18.09,peak
2025-10-05,22:00-24:00,8.2,2.46,10.66,off-peak
2025-10-06,00:00-06:00,8.14,2.44,10.59,off-peak
2025-10-06,06:00-09:00,10.53,3.16,13.69,off-peak
2025-10-06,09:00-12:00,12.0,3.6,15.6,peak
2025-10-06,12:00-18:00,9.9,2.97,12.87,off-peak
2025-10-06,18:00-22:00,14.33,4.3,18.63,peak
2025-10-06,22:00-24:00,8.26,2.48,10.74,off-peak
2025-10-07,00:00-06:00,8.46,2.54,11.0,off-peak
2025-10-07,06:00-09:00,10.86,3.26,14.12,off-peak
2025-10-07,09:00-12:00,12.37,3.71,16.08,peak
2025-10-07,12:00-18:00,9.9,2.97,12.87,off-peak
2025-10-07,18:00-22:00,13.95,4.19,18.14,peak
2025-10-07,22:00-24:00,8.64,2.59,11.23,off-peak
2025-10-08,00:00-06:00,7.83,2.35,10.18,off-peak
2025-10-08,06:00-09:00,10.0,3.0,13.0,off-peak
2025-10-08,09:00-12:00,12.44,3.73,16.17,peak
2025-10-08,12:00-18:00,9.99,3.0,12.99,off-peak
2025-10-08,18:00-22:00,14.21,4.26,18.47,peak
2025-10-08,22:00-24:00,8.02,2.41,10.42,off-peak
2025-10-09,00:00-06:00,8.13,2.44,10.57,off-peak
2025-10-09,06:00-09:00,10.08,3.02,13.1,off-peak
2025-10-09,09:00-12:00,12.53,3.76,16.28,peak
2025-10-09,12:00-18:00,9.7,2.91,12.61,off-peak
2025-10-09,18:00-22:00,14.38,4.31,18.69,peak
2025-10-09,22:00-24:00,8.43,2.53,10.96,off-peak
2025-10-10,00:00-06:00,7.62,2.29,9.91,off-peak
2025-10-10,06:00-09:00,10.03,3.01,13.04,off-peak
2025-10-10,09:00-12:00,12.85,3.86,16.71,peak
2025-10-10,12:00-18:00,10.44,3.13,13.57,off-peak
2025-10-10,18:00-22:00,14.23,4.27,18.49,peak
2025-10-10,22:00-24:00,8.66,2.6,11.26,off-peak
2025-10-11,00:00-06:00,7.75,2.32,10.07,off-peak
2025-10-11,06:00-09:00,10.73,3.22,13.94,off-peak
2025-10-11,09:00-12:00,12.15,3.65,15.8,peak
2025-10-11,12:00-18:00,10.32,3.09,13.41,off-peak
2025-10-11,18:00-22:00,13.94,4.18,18.12,peak
2025-10-11,22:00-24:00,8.87,2.66,11.54,off-peak
2025-10-12,00:00-06:00,7.84,2.35,10.2,off-peak
2025-10-12,06:00-09:00,10.01,3.0,13.01,off-peak
2025-10-12,09:00-12:00,12.81,3.84,16.66,peak
2025-10-12,12:00-18:00,10.38,3.11,13.5,off-peak
2025-10-12,18:00-22:00,13.52,4.06,17.57,peak
2025-10-12,22:00-24:00,8.26,2.48,10.73,off-peak
2025-10-13,00:00-06:00,7.82,2.35,10.16,off-peak
2025-10-13,06:00-09:00,10.6,3.18,13.78,off-peak
2025-10-13,09:00-12:00,12.24,3.67,15.91,peak
2025-10-13,12:00-18:00,10.43,3.13,13.55,off-peak
2025-10-13,18:00-22:00,14.46,4.34,18.8,peak
2025-10-13,22:00-24:00,8.59,2.58,11.16,off-peak
2025-10-14,00:00-06:00,8.49,2.55,11.03,off-peak
2025-10-14,06:00-09:00,10.17,3.05,13.22,off-peak
2025-10-14,09:00-12:00,12.12,3.63,15.75,peak
2025-10-14,12:00-18:00,9.91,2.97,12.88,off-peak
2025-10-14,18:00-22:00,14.3,4.29,18.58,peak
2025-10-14,22:00-24:00,8.59,2.58,11.17,off-peak
2025-10-15,00:00-06:00,8.13,2.44,10.57,off-peak
2025-10-15,06:00-09:00,10.96,3.29,14.25,off-peak
2025-10-15,09:00-12:00,12.6,3.78,16.38,peak
2025-10-15,12:00-18:00,9.93,2.98,12.91,off-peak
2025-10-15,18:00-22:00,14.28,4.29,18.57,peak
2025-10-15,22:00-24:00,8.76,2.63,11.39,off-peak
2025-10-16,00:00-06:00,8.45,2.53,10.98,off-peak
2025-10-16,06:00-09:00,10.61,3.18,13.8,off-peak
2025-10-16,09:00-12:00,12.01,3.6,15.62,peak
2025-10-16,12:00-18:00,9.83,2.95,12.78,off-peak
2025-10-16,18:00-22:00,13.92,4.18,18.1,peak
2025-10-16,22:00-24:00,8.73,2.62,11.34,off-peak
2025-10-17,00:00-06:00,8.09,2.43,10.52,off-peak
2025-10-17,06:00-09:00,10.64,3.19,13.83,off-peak
2025-10-17,09:00-12:00,12.26,3.68,15.94,peak
2025-10-17,12:00-18:00,10.33,3.1,13.43,off-peak
2025-10-17,18:00-22:00,13.82,4.15,17.97,peak
2025-10-17,22:00-24:00,8.72,2.61,11.33,off-peak
2025-10-18,00:00-06:00,7.76,2.33,10.09,off-peak
2025-10-18,06:00-09:00,10.63,3.19,13.82,off-peak
2025-10-18,09:00-12:00,12.51,3.75,16.26,peak
2025-10-18,12:00-18:00,9.63,2.89,12.52,off-peak
2025-10-18,18:00-22:00,13.8,4.14,17.95,peak
2025-10-18,22:00-24:00,8.54,2.56,11.1,off-peak
2025-10-19,00:00-06:00,7.94,2.38,10.32,off-peak
2025-10-19,06:00-09:00,10.4,3.12,13.52,off-peak
2025-10-19,09:00-12:00,12.72,3.82,16.54,peak
2025-10-19,12:00-18:00,10.22,3.06,13.28,off-peak
2025-10-19,18:00-22:00,14.49,4.35,18.84,peak
2025-10-19,22:00-24:00,8.12,2.44,10.56,off-peak
2025-10-20,00:00-06:00,7.75,2.32,10.07,off-peak
2025-10-20,06:00-09:00,10.29,3.09,13.37,off-peak
2025-10-20,09:00-12:00,12.31,3.69,16.0,peak
2025-10-20,12:00-18:00,9.83,2.95,12.78,off-peak
2025-10-20,18:00-22:00,14.07,4.22,18.29,peak
2025-10-20,22:00-24:00,8.05,2.41,10.46,off-peak
2025-10-21,00:00-06:00,7.97,2.39,10.36,off-peak
2025-10-21,06:00-09:00,10.71,3.21,13.92,off-peak
2025-10-21,09:00-12:00,12.73,3.82,16.54,peak
2025-10-21,12:00-18:00,10.05,3.02,13.07,off-peak
2025-10-21,18:00-22:00,14.42,4.33,18.75,peak
2025-10-21,22:00-24:00,8.19,2.46,10.65,off-peak
2025-10-22,00:00-06:00,8.49,2.55,11.03,off-peak
2025-10-22,06:00-09:00,10.17,3.05,13.22,off-peak
2025-10-22,09:00-12:00,12.34,3.7,16.05,peak
2025-10-22,12:00-18:00,9.55,2.87,12.42,off-peak
2025-10-22,18:00-22:00,14.46,4.34,18.8,peak
2025-10-22,22:00-24:00,8.58,2.57,11.16,off-peak
2025-10-23,00:00-06:00,8.18,2.45,10.63,off-peak
2025-10-23,06:00-09:00,10.96,3.29,14.25,off-peak
2025-10-23,09:00-12:00,12.76,3.83,16.58,peak
2025-10-23,12:00-18:00,10.48,3.14,13.62,off-peak
2025-10-23,18:00-22:00,14.03,4.21,18.24,peak
2025-10-23,22:00-24:00,8.72,2.62,11.34,off-peak
2025-10-24,00:00-06:00,7.66,2.3,9.95,off-peak
2025-10-24,06:00-09:00,10.04,3.01,13.05,off-peak
2025-10-24,09:00-12:00,12.45,3.73,16.18,peak
